23.218510 0.813694 0.000000 500.000000 0.000261
23.085071 0.835431 0.000000 500.000000 0.000262
23.160252 0.785718 0.000000 500.000000 0.000261
23.151774 0.832708 0.000000 500.000000 0.000269
22.994287 0.796423 0.000000 500.000000 0.000261
23.307327 0.878024 0.000000 500.000000 0.000260
23.446391 0.828057 0.000000 500.000000 0.000261
23.091603 0.762331 0.000000 500.000000 0.000271
23.136134 1.000485 0.000000 500.000000 0.000260
23.342502 0.842256 0.000000 500.000000 0.000259
23.366362 0.886942 0.000000 500.000000 0.000263
23.090056 0.928697 0.000000 500.000000 0.000253
23.283871 0.851576 0.000000 500.000000 0.000254
23.350468 0.883879 0.000000 500.000000 0.000254
22.981083 0.820058 0.000000 500.000000 0.000254
23.253952 0.799846 0.000000 500.000000 0.000253
23.130523 0.945303 0.000000 500.000000 0.000255
23.343838 0.888464 0.000000 500.000000 0.000254
23.755837 0.832470 0.000000 500.000000 0.000275
23.557473 0.841184 0.000000 500.000000 0.000262
